OBJECTID,GEOID10,STATE,COUNTY,TRACT,STUSAB,STATE_NAME,Shape__Area,Shape__Length
3900,27053104000,27,053,104000,MN,Minnesota,11295151.3359375,15063.5374763495
3901,27053104100,27,053,104100,MN,Minnesota,2909237.48046875,9163.46772878336
3902,27053103400,27,053,103400,MN,Minnesota,1928132.1171875,6581.28079917333
3903,27065480300,27,065,480300,MN,Minnesota,41596918.5703125,34267.2659790731
3904,27053106200,27,053,106200,MN,Minnesota,1346129.4765625,5477.48087856448
3905,27053106000,27,053,106000,MN,Minnesota,1379653.23828125,5091.91453460195
3906,27173970100,27,173,970100,MN,Minnesota,762454938.300781,181560.874928598
3907,27157490300,27,157,490300,MN,Minnesota,39407360.5234375,32865.8932993927
3908,27053007700,27,053,007700,MN,Minnesota,1358245.765625,5942.37417824685
3909,27053100500,27,053,100500,MN,Minnesota,6553792.28515625,11424.8257841489
3910,27053100400,27,053,100400,MN,Minnesota,3886199.24609375,9559.98877378607
3911,27053009500,27,053,009500,MN,Minnesota,1279247.484375,5669.71273247584
3912,27053100900,27,053,100900,MN,Minnesota,3836901.7578125,7982.52784446914
3913,27053107400,27,053,107400,MN,Minnesota,1676124.6953125,5835.00711255426
3914,27053102100,27,053,102100,MN,Minnesota,1442307.38671875,4922.90929576049
3915,27053025100,27,053,025100,MN,Minnesota,22097746.9257813,20034.3587484598
3916,27053102800,27,053,102800,MN,Minnesota,1720812.09375,5928.64274552508
3917,27053102900,27,053,102900,MN,Minnesota,1156296.48828125,4305.46720458333
3918,27031480100,27,031,480100,MN,Minnesota,9579208190.89453,653691.787169497
3919,27053020200,27,053,020200,MN,Minnesota,12448963.7734375,18156.5315085346
3920,27023950600,27,023,950600,MN,Minnesota,92836935.8710938,65793.2730377184
3921,27017940000,27,017,940000,MN,Minnesota,464694362.597656,107246.781703719
3922,27111960300,27,111,960300,MN,Minnesota,413710631.15625,93981.4244214129
3923,27007940001,27,007,940001,MN,Minnesota,5470656590.34766,372024.747557876
3924,27029000100,27,029,000100,MN,Minnesota,388368856.035156,82567.7776108065
3925,27007450702,27,007,450702,MN,Minnesota,82852318.4492188,71924.9624925296
3926,27109000100,27,109,000100,MN,Minnesota,1549922.3359375,6044.24497497833
3927,27109000600,27,109,000600,MN,Minnesota,6494856.1328125,11207.7479087074
3928,27001770300,27,001,770300,MN,Minnesota,200581307.65625,86964.1245184983
3929,27001770400,27,001,770400,MN,Minnesota,2611264865.41406,312854.403339765
3930,27043460400,27,043,460400,MN,Minnesota,36142896.2539063,38278.6520673402
3931,27127750300,27,127,750300,MN,Minnesota,21737329.015625,26811.879507421
3932,27095170500,27,095,170500,MN,Minnesota,198618167.347656,80071.7525635958
3933,27095970200,27,095,970200,MN,Minnesota,730103295.992188,129588.019193038
3934,27095970100,27,095,970100,MN,Minnesota,340412927.410156,86378.2655672622
3935,27059130301,27,059,130301,MN,Minnesota,99583785.1640625,52295.0748522224
3936,27037060301,27,037,060301,MN,Minnesota,7118991.71484375,12345.6322216816
3937,27021940002,27,021,940002,MN,Minnesota,2546391683.6875,292765.209276418
3938,27037060104,27,037,060104,MN,Minnesota,8109445.00390625,13027.1122200007
3939,27037060105,27,037,060105,MN,Minnesota,7677239.984375,12314.2380780198
3940,27047180600,27,047,180600,MN,Minnesota,35263018.2265625,29509.5418186367
3941,27003050402,27,003,050402,MN,Minnesota,6420925.17578125,13411.9010977162
3942,27075370300,27,075,370300,MN,Minnesota,346312592.933594,107650.673330433
3943,27057070600,27,057,070600,MN,Minnesota,33492886.8046875,36070.0046715719
3944,27083360500,27,083,360500,MN,Minnesota,35639126.578125,29064.4415897216
3945,27159480300,27,159,480300,MN,Minnesota,211961114.460938,81715.2032367954
3946,27087940100,27,087,940100,MN,Minnesota,1251987766.72266,178823.386802816
3947,27169670500,27,169,670500,MN,Minnesota,4226709.5703125,11098.9967850976
3948,27117460200,27,117,460200,MN,Minnesota,19905668.2890625,22307.5860753658
3949,27097780600,27,097,780600,MN,Minnesota,36653890.796875,35016.6329245294
3950,27049080200,27,049,080200,MN,Minnesota,305004057.101563,150007.394192771
3951,27003051501,27,003,051501,MN,Minnesota,2318991.91015625,6671.32045718353
3952,27003050606,27,003,050606,MN,Minnesota,5334618.48046875,14861.3974575206
3953,28021950300,28,021,950300,MS,Mississippi,698712610.523438,185013.293254613
3954,28001000200,28,001,000200,MS,Mississippi,320734747.738281,121788.489821088
3955,28001000700,28,001,000700,MS,Mississippi,5617324.41796875,12275.771717989
3956,28001000800,28,001,000800,MS,Mississippi,576762812.972656,207913.918168214
3957,28031950200,28,031,950200,MS,Mississippi,18113060.3007813,24006.3543630836
3958,28019950200,28,019,950200,MS,Mississippi,815324982.371094,194350.827234654
3959,28151000300,28,151,000300,MS,Mississippi,15131101.9335938,25515.6400554896
3960,28151000600,28,151,000600,MS,Mississippi,5838283.59765625,12680.6558412889
3961,28153950200,28,153,950200,MS,Mississippi,42647597.3828125,37642.074266635
3962,28127950500,28,127,950500,MS,Mississippi,29426780.4023438,31795.6974580688
3963,28127950200,28,127,950200,MS,Mississippi,78052616.8789063,40640.6887924096
3964,28099940100,28,099,940100,MS,Mississippi,149235009.480469,69335.1297109254
3965,28011950701,28,011,950701,MS,Mississippi,14108083.9804688,18362.7326013831
3966,28145950500,28,145,950500,MS,Mississippi,373917208.800781,89738.0550698447
3967,28159950400,28,159,950400,MS,Mississippi,64393060.6914063,57405.2874156835
3968,28159950300,28,159,950300,MS,Mississippi,54623247.6796875,46303.8159535435
3969,28133950300,28,133,950300,MS,Mississippi,495770757.53125,117902.862092448
3970,28133950402,28,133,950402,MS,Mississippi,16064842.71875,20906.5503812197
3971,28133950600,28,133,950600,MS,Mississippi,476301006.5,123826.971720276
3972,28133950500,28,133,950500,MS,Mississippi,288254206.554688,90688.414318016
3973,28149950300,28,149,950300,MS,Mississippi,3503421.09765625,10498.6706625715
3974,28149950500,28,149,950500,MS,Mississippi,13312033.1289063,21446.0533997322
3975,28149950100,28,149,950100,MS,Mississippi,1108859463.39844,304217.707488249
3976,28137950400,28,137,950400,MS,Mississippi,24001503.9492188,22758.8473699681
3977,28113950600,28,113,950600,MS,Mississippi,320275207.109375,98721.2369093404
3978,28113950500,28,113,950500,MS,Mississippi,93959441,62944.6403344186
3979,28113950700,28,113,950700,MS,Mississippi,432587242.277344,103942.40448543
3980,28035010600,28,035,010600,MS,Mississippi,962884792.933594,138251.141445267
3981,28035010200,28,035,010200,MS,Mississippi,202152535.203125,72352.3722408817
3982,28035010500,28,035,010500,MS,Mississippi,97001292.7109375,68179.4653883496
3983,28035000600,28,035,000600,MS,Mississippi,11848029.171875,15145.6083098542
3984,28035010700,28,035,010700,MS,Mississippi,7390358.87890625,13487.3170511533
3985,28035000800,28,035,000800,MS,Mississippi,13017381.6640625,18781.0054203565
3986,28003950500,28,003,950500,MS,Mississippi,136612776.664063,55255.9267156048
3987,28003950600,28,003,950600,MS,Mississippi,289354877.394531,94901.0604198915
3988,28017950300,28,017,950300,MS,Mississippi,125110728.972656,60192.748229905
3989,28007060600,28,007,060600,MS,Mississippi,21361310.6992188,22639.4245249547
3990,28033070101,28,033,070101,MS,Mississippi,300771936.296875,95310.8946173272
3991,28033070610,28,033,070610,MS,Mississippi,7034838.18359375,11590.5685461473
3992,28049001600,28,049,001600,MS,Mississippi,3416705.328125,10404.2369549632
3993,28049010902,28,049,010902,MS,Mississippi,8043219.671875,12316.9086776038
3994,28049002700,28,049,002700,MS,Mississippi,15337874.4414063,29785.8205117498
3995,28049001300,28,049,001300,MS,Mississippi,7760163.921875,13501.6906440018
3996,28049002100,28,049,002100,MS,Mississippi,4572097.21875,10510.6200668865
3997,28049010500,28,049,010500,MS,Mississippi,547613256.886719,142213.176066587
3998,28049001100,28,049,001100,MS,Mississippi,3746718.984375,10395.4163109372
3999,28049003000,28,049,003000,MS,Mississippi,6833183.69921875,11973.048567246
4000,28049011001,28,049,011001,MS,Mississippi,14863182.5546875,18348.7742284296
4001,28049011500,28,049,011500,MS,Mississippi,2512271.11328125,7325.66956968218
4002,28045030300,28,045,030300,MS,Mississippi,96822254.1914063,59363.0630630464
4003,28045030100,28,045,030100,MS,Mississippi,18478598.3398438,19609.5853796193
4004,28027950300,28,027,950300,MS,Mississippi,673578068.011719,157145.700635946
4005,28083950400,28,083,950400,MS,Mississippi,342258836.667969,104447.448778775
4006,28083950800,28,083,950800,MS,Mississippi,10180856.140625,15481.1560540325
4007,28081951002,28,081,951002,MS,Mississippi,25224702.0742188,21614.5471174085
4008,28081950700,28,081,950700,MS,Mississippi,45122939.6796875,34859.6300197067
4009,28081950500,28,081,950500,MS,Mississippi,44258120.5898438,36822.6717726415
4010,28081950602,28,081,950602,MS,Mississippi,8679534.515625,19242.4831122319
4011,28081950401,28,081,950401,MS,Mississippi,69032838.890625,39406.9698912162
4012,28059041300,28,059,041300,MS,Mississippi,108736549.933594,50875.9406258013
4013,28059042900,28,059,042900,MS,Mississippi,284854333.701172,194380.955393542
4014,28121020701,28,121,020701,MS,Mississippi,4894690.87890625,13711.7206818325
4015,28121020401,28,121,020401,MS,Mississippi,56048791.921875,63244.1497735239
4016,28121020207,28,121,020207,MS,Mississippi,32750731.9648438,44136.7481587624
4017,28105950602,28,105,950602,MS,Mississippi,33087177.6601563,23284.1380448036
4018,28105950100,28,105,950100,MS,Mississippi,273664333.546875,83589.6630340738
4019,28105950500,28,105,950500,MS,Mississippi,6312791.86328125,11967.6817646562
4020,28071950201,28,071,950201,MS,Mississippi,13689228.6171875,17061.2006133753
4021,28071950202,28,071,950202,MS,Mississippi,13837763.6015625,20779.9239023947
4022,28071950401,28,071,950401,MS,Mississippi,133887325.429688,68899.2814319236
4023,28067950500,28,067,950500,MS,Mississippi,15570136.578125,21987.9416778813
4024,28091950200,28,091,950200,MS,Mississippi,382777725.878906,105265.735742629
4025,28067950600,28,067,950600,MS,Mississippi,41624472.1445313,40133.8947720093
4026,28091950400,28,091,950400,MS,Mississippi,29198610.1015625,34737.117649077
4027,28091950500,28,091,950500,MS,Mississippi,548036412.144531,128281.229363312
4028,28093950300,28,093,950300,MS,Mississippi,555608818.519531,130166.289112549
4029,28093950100,28,093,950100,MS,Mississippi,519480086.175781,107915.120976829
4030,28087001000,28,087,001000,MS,Mississippi,510545087.042969,132815.198063642
4031,28087000900,28,087,000900,MS,Mississippi,51337543.3789063,36043.3079341429
4032,28109950600,28,109,950600,MS,Mississippi,14401920.2929688,18583.4193331604
4033,28107950300,28,107,950300,MS,Mississippi,646648141.121094,112111.825625128
4034,28073020600,28,073,020600,MS,Mississippi,209208182.695313,80868.179992539
4035,28095950400,28,095,950400,MS,Mississippi,21447810.5664063,26099.8336545865
4036,28085950200,28,085,950200,MS,Mississippi,507930023.359375,106831.957044166
4037,28085950600,28,085,950600,MS,Mississippi,26008064.9335938,23771.114928695
4038,28143950100,28,143,950100,MS,Mississippi,1700793480.11719,342462.347347857
4039,28141950300,28,141,950300,MS,Mississippi,502031853.9375,136002.210695157
4040,28089030600,28,089,030600,MS,Mississippi,20685045.9453125,28863.1653835299
4041,28089030106,28,089,030106,MS,Mississippi,5375898.60546875,9374.8297325354
4042,28089030500,28,089,030500,MS,Mississippi,14253847.8398438,20106.7332461711
4043,28047003600,28,047,003600,MS,Mississippi,103937966.113281,98364.2349947525
4044,28047003301,28,047,003301,MS,Mississippi,15613886.25,21798.6880068812
4045,28047003900,28,047,003900,MS,Mississippi,8515921.22265625,14334.0570002721
4046,28047003206,28,047,003206,MS,Mississippi,76724906.1640625,55188.4147368174
4047,28047003800,28,047,003800,MS,Mississippi,7288057.49609375,14078.2773222738
4048,28075010700,28,075,010700,MS,Mississippi,6909715.8359375,14099.6157282607
4049,28075000700,28,075,000700,MS,Mississippi,15442806.1328125,30813.0223073939
4050,28047000100,28,047,000100,MS,Mississippi,5399844.75,12774.6016774642
4051,28047001400,28,047,001400,MS,Mississippi,26366401.2441406,28437.4619610616
4052,28047003404,28,047,003404,MS,Mississippi,506691501.285156,103413.379530999
4053,29510106100,29,510,106100,MO,Missouri,1570996.2421875,5396.53913266614
4054,29510106200,29,510,106200,MO,Missouri,1749912.53125,5982.52077212429
4055,29510106300,29,510,106300,MO,Missouri,1671425.19921875,6182.00617699754
4056,29510106600,29,510,106600,MO,Missouri,1404147.828125,6120.89478833413
4057,29510109600,29,510,109600,MO,Missouri,5180473.578125,11593.0440409587
4058,29510109700,29,510,109700,MO,Missouri,6644577.7734375,10691.8358072604
4059,29510111100,29,510,111100,MO,Missouri,1791108.06640625,7207.3330129586
4060,29510111200,29,510,111200,MO,Missouri,1720347.21484375,8102.99564791735
4061,29510112200,29,510,112200,MO,Missouri,1141722.26171875,6551.79126079874
4062,29510112300,29,510,112300,MO,Missouri,1399016.58203125,4769.82646745734
4063,29510115300,29,510,115300,MO,Missouri,2711286.71484375,6843.1147107879
4064,29510115500,29,510,115500,MO,Missouri,1991497.0703125,6181.23194911761
4065,29510118100,29,510,118100,MO,Missouri,2566070.84375,7085.1708710687
4066,29510118600,29,510,118600,MO,Missouri,4469408.81640625,10228.9444545788
4067,29510119300,29,510,119300,MO,Missouri,1936720.48828125,5835.54636103491
4068,29510121100,29,510,121100,MO,Missouri,1803088.78125,5819.75828888948
4069,29510124600,29,510,124600,MO,Missouri,4484981.6484375,10476.0768283628
4070,29510125600,29,510,125600,MO,Missouri,4242073.75390625,8367.69619034819
4071,29510125700,29,510,125700,MO,Missouri,2456904.85546875,8283.11805388451
4072,29510126600,29,510,126600,MO,Missouri,6224644.9609375,10802.2786077612
4073,29510126700,29,510,126700,MO,Missouri,4346413.11328125,8360.54918548089
4074,29510126900,29,510,126900,MO,Missouri,7102973.92578125,15360.1581437981
4075,29510127000,29,510,127000,MO,Missouri,24678100.3828125,35051.73087397
4076,29510101800,29,510,101800,MO,Missouri,5838211.98046875,12303.2936771113
4077,29510127100,29,510,127100,MO,Missouri,2859437.7109375,6815.86413841944
4078,29510127400,29,510,127400,MO,Missouri,5787483.56640625,13709.0770990965
4079,29510127500,29,510,127500,MO,Missouri,2920442.3359375,7653.92374968369
4080,29095012501,29,095,012501,MO,Missouri,5680083.2421875,12890.8239305327
4081,29095012600,29,095,012600,MO,Missouri,6830854.11328125,12076.4381854155
4082,29095001000,29,095,001000,MO,Missouri,2601304.71484375,6441.42591389598
4083,29095001800,29,095,001800,MO,Missouri,1648776.87109375,5219.40985191605
4084,29095003700,29,095,003700,MO,Missouri,1104390.86328125,4208.49101657684
4085,29095003800,29,095,003800,MO,Missouri,1061976.6015625,4126.05391161723
4086,29095004300,29,095,004300,MO,Missouri,2021111.6015625,6306.82711888552
4087,29095005200,29,095,005200,MO,Missouri,1071861.671875,4141.37928051738
4088,29095005400,29,095,005400,MO,Missouri,1072640.57421875,4140.05047624165
4089,29095005500,29,095,005500,MO,Missouri,1063405.453125,4126.54606401953
4090,29095005601,29,095,005601,MO,Missouri,1064276.90234375,4127.05676840339
4091,29095005602,29,095,005602,MO,Missouri,1059141.25390625,4118.41495454312
4092,29095006100,29,095,006100,MO,Missouri,2222177.6015625,7071.93065177118
4093,29095006300,29,095,006300,MO,Missouri,2316095.93359375,6844.87231082565
4094,29095007700,29,095,007700,MO,Missouri,2730318.74609375,6864.05680599538
4095,29095013401,29,095,013401,MO,Missouri,16764815.140625,22567.1009968906
4096,29095013405,29,095,013405,MO,Missouri,44908288.0507813,32356.407344357
4097,29095011100,29,095,011100,MO,Missouri,13802500.2421875,19337.3835551077
4098,29095015100,29,095,015100,MO,Missouri,67970597.2226563,47967.3967312109
4099,29095011000,29,095,011000,MO,Missouri,7331634.8203125,17327.2965711217
4100,29095011200,29,095,011200,MO,Missouri,4738234.4375,13146.4331155413
4101,29095011600,29,095,011600,MO,Missouri,5686180.22265625,12573.3091587572
4102,29095015300,29,095,015300,MO,Missouri,4693040.2578125,11035.5280777639
4103,29095011700,29,095,011700,MO,Missouri,4972781.4140625,9629.03858954509
4104,29095011800,29,095,011800,MO,Missouri,5334008.3046875,9385.35713352297
4105,29095015400,29,095,015400,MO,Missouri,2937255.0546875,8705.42879491719
4106,29095015900,29,095,015900,MO,Missouri,1410812.5,5504.11724161598
4107,29095015500,29,095,015500,MO,Missouri,44791837.8789063,37599.6585230778
