"","Deal Name","Deal Date","Deal Type","Primary Location","Primary Asset Type","Deal Overview","Investors Buyers Firms ","Bought From Sellers Firms ","Asset Regions","Asset Countries","Asset States","Asset Cities","Assets Types","Assets","Buyer Type","Seller Type","Deal Size Usd Mn ","No Of Assets","Total Size Sq Ft ","distance.x","Year_Month","Town","distance","Date","Fed_Rate","Labor_Force","Employment","Unemployment","Unemployment_Rate","HomeValue","Date_Year","Estimate Population 16 years and over","Estimate In labor force","Estimate In labor force!!Civilian labor force","Estimate In labor force Employed","Estimate In labor force Unemployed","Estimate In labor force!!Armed Forces","Estimate Not in labor force","Estimate Civilian labor force","Estimate Females 16 years and over","Estimate Own children under 6 years","Estimate All parents in family in labor force","Estimate Own children 6 to 17 years","Estimate Workers 16 years and over","Estimate Car, truck, or van -- drove alone","Estimate Car, truck, or van -- carpooled","Estimate Public transportation (excluding taxicab)","Estimate Walked","Estimate Other means","Estimate Worked at home","Estimate Mean travel time to work (minutes)","Estimate Civilian employed population 16 years and over","Estimate Management, business, science, and arts occupations","Estimate Service occupations","Estimate Sales and office occupations","Estimate Natural resources, construction, and maintenance occupations","Estimate Production, transportation, and material moving occupations","Estimate Civilian employed population 16 years and over.1","Estimate Agriculture, forestry, fishing and hunting, and mining","Estimate Construction","Estimate Manufacturing","Estimate Wholesale trade","Estimate Retail trade","Estimate Transportation and warehousing, and utilities","Estimate Information","Estimate Finance and insurance, and real estate and rental and leasing","Estimate Professional, scientific, and management, and administrative and waste management services","Estimate Educational services, and health care and social assistance","Estimate Arts, entertainment, and recreation, and accommodation and food services","Estimate Other services, except public administration","Estimate Public administration","Estimate Civilian employed population 16 years and over.2","Estimate Private wage and salary workers","Estimate Government workers","Estimate Self-employed in own not incorporated business workers","Estimate Unpaid family workers","Estimate Total households","Estimate Less than $10,000","Estimate $10,000 to $14,999","Estimate $15,000 to $24,999","Estimate $25,000 to $34,999","Estimate $35,000 to $49,999","Estimate $50,000 to $74,999","Estimate $75,000 to $99,999","Estimate $100,000 to $149,999","Estimate $150,000 to $199,999","Estimate $200,000 or more","Estimate Median household income (dollars)","Estimate Mean household income (dollars)","Estimate With earnings","Estimate With earnings!!Mean earnings (dollars)","Estimate With Social Security","Estimate With Social Security!!Mean Social Security income (dollars)","Estimate With retirement income","Estimate With retirement income!!Mean retirement income (dollars)","Estimate With Supplemental Security Income","Estimate With Supplemental Security Income!!Mean Supplemental Security Income (dollars)","Estimate With cash public assistance income","Estimate With cash public assistance income!!Mean cash public assistance income (dollars)","Estimate With Food Stamp/SNAP benefits in the past 12 months","Estimate Families","Estimate Median family income (dollars)","Estimate Mean family income (dollars)","Estimate Per capita income (dollars)","Estimate Nonfamily households","Estimate Median nonfamily income (dollars)","Estimate Mean nonfamily income (dollars)","Estimate Median earnings for workers (dollars)","Estimate Median earnings for male full-time, year-round workers (dollars)","Estimate Median earnings for female full-time, year-round workers (dollars)","Estimate Civilian noninstitutionalized population","Estimate With health insurance coverage","Estimate With health insurance coverage!!With private health insurance","Estimate With health insurance coverage!!With public coverage","Estimate No health insurance coverage","Estimate Civilian noninstitutionalized population under 18 years","Estimate Civilian noninstitutionalized population 18 to 64 years","Estimate In labor force.1","Estimate In labor force!!Employed","Estimate In labor force With health insurance coverage","Estimate In labor force With health insurance coverage!!With private health insurance","Estimate In labor force With health insurance coverage!!With public coverage","Estimate In labor force No health insurance coverage","Estimate In labor force!!Unemployed","Estimate In labor force With health insurance coverage.1","Estimate In labor force With health insurance coverage!!With private health insurance.1","Estimate In labor force With health insurance coverage!!With public coverage.1","Estimate In labor force No health insurance coverage.1","Estimate Not in labor force.1","Estimate Not in labor force!!With health insurance coverage","Estimate Not in labor force With private health insurance","Estimate Not in labor force With public coverage","Estimate Not in labor force!!No health insurance coverage","Estimate All families","Estimate All families!!With related children under 18 years","Estimate All families With related children under 5 years only","Estimate Married couple families","Estimate Married couple families!!With related children under 18 years","Estimate Married couple families With related children under 5 years only","Estimate Families with female householder, no husband present","Estimate Families with female householder, no husband present!!With related children under 18 years","Estimate Families with female householder, no husband present With related children under 5 years only","Estimate Under 18 years!!Related children under 18 years","Estimate Under 18 years Related children under 5 years","Estimate Under 18 years Related children 5 to 17 years","Opportunity_Zone"
"678","Gateway El Segundo",2016-11-21,"Single Asset","US","Office","In November 2016,  a joint venture between Rockwood Capital and Lincoln Property Company acquired Gateway El Segundo from DivcoWest. The office complex is located in El Segundo, CA, US.","Rockwood Capital, Lincoln Property Company","DivcoWest","North America","US","CA","Los Angeles","Office, Retail","Gateway El Segundo","Fund Manager","Fund Manager",120,NA,343533,NA,"2016-11","Los Angeles",0,2016-11-01,0.41,"6658420","6329773","328647","4.9000000000000004",609034.683447495,"2016","3241537","2134106","2133182","1990871","142311","924","1107431","2133182","1652123","270593","167430","521375","1938625","1350593","168311","178455","67440","55236","118590","31.7","1990871","736148","423294","446949","151446","233034","1990871","7754","117012","162627","57592","207429","91293","124905","121698","283780","378816","254089","137481","46395","1990871","1576787","182737","228944","2403","1378844","106131","88950","151421","127500","166003","219357","145511","178163","79363","116445","54432","86370","1138467","87091","309753","16360","134670","32914","95455","9576","53130","4252","141036","823799","61372","98541","31619","555045","41386","64293","28930","40787","40115","3950939","3503061","2119826","1633385","447878","825685","2654338","2028128","1893772","1605060","1273750","364046","288712","134356","106870","52594","57366","27486","626210","532632","251177","302977","93578","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"679","New Zion Manor Apartments",2016-11-21,"Single Asset","US","Residential","In November 2016, CREA, on behalf of its CREA Corporate Tax Credit Fund XXXVI acquired New Zion Manor Apartments from an unidentified seller. The residential complex is located in San Bernardino, CA, US.","CREA","Unidentified Seller/s","North America","US","CA","San Bernardino","Residential, Multi-Family","New Zion Manor Apartments","Fund Manager","Other",NA,NA,NA,NA,"2016-11","San Bernardino",0,2016-11-01,0.41,"1991339","1875442","115897","5.8",196276.820198857,"2016","155838","89712","89604","81563","8041","108","66126","89604","81283","22948","12742","41575","78548","59979","12077","1954","1455","626","2457","29.4","81563","12896","21923","20034","8123","18587","81563","391","5704","6864","2476","11916","10018","730","2285","8336","14295","10112","4419","4017","81563","63416","13610","4537","0","57920","6121","5702","6586","6674","10747","8943","6042","4443","1822","840","39472","54206","45736","54640","14755","15687","8250","19198","7517","10274","5261","4685","17506","43079","41542","57861","16025","14841","23456","35505","21401","32495","26870","208703","181774","75705","118479","26929","67857","123402","85819","78160","62283","41324","23358","15877","7659","6214","1579","4964","1445","37583","31685","10656","22764","5898","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"680","111 Market Square",2016-11-17,"Single Asset","US","Office","In November 2016, Swift Real Estate Partners sold 111 Market Square to Ridge Capital Investors and TPG Real Estate. The office complex, formerly known as Community Towers, is located in San Jose, CA, US.","TPG, Ridge Capital Investors","Swift Real Estate Partners","North America","US","CA","San Jose","Office, Restaurant, Retail","111 Market Square","Fund Manager, Fund Manager","Fund Manager",65,NA,325000,NA,"2016-11","San Jose",0,2016-11-01,0.41,"1061400","1020871","40529","3.8",736507.498242662,"2016","816000","557934","557727","528044","29683","207","258066","557727","405018","72783","45703","154187","511766","386702","59594","23949","8739","10063","22719","30.7","528044","235582","96407","110031","37052","48972","528044","1986","31769","84422","9486","49425","17980","18972","27270","98050","98676","50696","25069","14243","528044","443571","53514","30633","326","320447","10545","12606","17496","14618","25446","40069","35007","61530","40929","62201","101940","131280","277300","133869","76022","18023","39886","28886","21083","11556","9076","4877","24419","235854","111902","141512","42122","84593","64349","92326","42508","72888","57264","1021552","970395","720642","328256","51157","236172","668959","530213","502075","471725","412840","68025","30350","28138","23948","13472","11078","4190","138746","127075","78522","53881","11671","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"681","Rancho Solana Apartments",2016-11-17,"Single Asset","US","Residential","In November 2016, JRK Property Holdings acquired Rancho Solana Apartments from an unidentified seller. The residential complex, formerly known as Rancho Ellen, is located in Oxnard, CA, US.","JRK Property Holdings","Unidentified Seller/s","North America","US","CA","Oxnard","Residential, Multi-Family","Rancho Solana Apartments","Fund Manager","Other",30.7,NA,145240,NA,"2016-11","Oxnard",0,2016-11-01,0.41,"424093","402188","21905","5.2",473870.927916902,"2016","154616","105291","104701","98993","5708","590","49325","104701","77597","16412","11379","39324","96338","68722","21520","1062","1160","1354","2520","24.8","98993","21210","17470","21450","23927","14936","98993","17584","5590","11448","3429","9380","3627","678","5115","7618","15624","8618","4901","5381","98993","82311","11882","4732","68","49895","1635","1368","4344","3541","6684","10912","6720","8487","3749","2455","64279","82251","42615","79899","15392","16251","8089","31377","3518","8989","1388","3790","6335","40050","66159","81648","22071","9845","41945","54711","26599","37463","36696","206812","168601","101969","80863","38211","59296","127168","100997","95577","68727","55758","14662","26850","5420","4317","2276","2187","1103","26171","20025","9624","12113","6146","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"682","2318 Pearl St",2016-11-17,"Single Asset","US","Residential","In November 2016, Triwest Development sold 2318 Pearl St to an unidentified buyer. The residential property is located in Santa Monica, CA, US.","Unidentified Buyer/s","Triwest Development","North America","US","CA","Santa Monica","Single Family, Residential","2318 Pearl St","Other","Fund Manager",2.68,1,2800,NA,"2016-11","Santa Monica",0,2016-11-01,0.41,"6658420","6329773","328647","4.9000000000000004",1170991.9422255,"2016","81228","57028","57028","53541","3487","0","24200","57028","40419","N","N","N","51775","35067","3394","1933","3610","2811","4960","25.4","53541","35626","6293","8883","809","1930","53541","56","548","2260","924","3192","848","7025","4919","13295","10099","7272","2183","920","53541","42565","3715","7261","0","47265","2729","2492","3609","3153","3551","4818","6542","8558","4767","7046","90088","121669","38108","127560","11030","18064","5262","32445","2511","8866","382","4835","611","18166","107949","168668","64062","29099","74353","90871","61168","80478","73616","91727","86861","68622","26043","4866","12542","63350","53180","49775","46623","43596","3932","3152","3405","2960","2044","916","445","10170","9465","6296","3392","705","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",0
"683","115 Sansome Street",2016-11-16,"Single Asset","US","Office","In November 2016, TA Realty sold 115 Sansome Street to Vanbarton Group. The office property is located in San Francisco, CA, US.","Vanbarton Group","TA Realty","North America","US","CA","San Francisco","Office, Creative/Loft","115 Sansome Street","Fund Manager","Fund Manager",83,NA,128838,NA,"2016-11","San Francisco",0,2016-11-01,0.41,"2534314","2438325","95989","3.8",1230589.19438071,"2016","763084","535903","535701","511365","24336","202","227181","535701","374178","45928","32913","67382","500469","168473","33326","171658","55443","39378","32191","33.5","511365","291681","84766","94209","16673","24036","511365","1308","16668","26140","10756","44029","19492","27987","46016","125910","92455","58286","25611","16707","511365","412114","56640","41289","1322","358703","20133","16833","23697","17637","21456","38138","33113","59111","45034","83551","103801","144957","292250","153199","84896","17084","42957","30845","26026","9100","7267","4499","16875","174077","123326","172095","61736","184626","81776","114449","56678","85684","71595","866553","837866","664577","250799","28687","117817","621935","512279","488712","473069","437267","44490","15643","23567","20908","14378","7077","2659","109656","101746","62055","45885","7910","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"684","5500 West Jefferson Boulevard",2016-11-16,"Single Asset","US","Industrial","In November 2016, Hackman Capital acquired 5500 West Jefferson Boulevard from Modern Props Incorporated. The industrial property is located in Los Angeles, CA, US.

Upon acquisition, the asset will be redeveloped into an office property.","Hackman Capital","Unidentified Seller/s","North America","US","CA","Los Angeles","Industrial, Distribution Warehouse","5500 West Jefferson Boulevard","Fund Manager","Other",25,NA,74000,NA,"2016-11","Los Angeles",0,2016-11-01,0.41,"6658420","6329773","328647","4.9000000000000004",609034.683447495,"2016","3241537","2134106","2133182","1990871","142311","924","1107431","2133182","1652123","270593","167430","521375","1938625","1350593","168311","178455","67440","55236","118590","31.7","1990871","736148","423294","446949","151446","233034","1990871","7754","117012","162627","57592","207429","91293","124905","121698","283780","378816","254089","137481","46395","1990871","1576787","182737","228944","2403","1378844","106131","88950","151421","127500","166003","219357","145511","178163","79363","116445","54432","86370","1138467","87091","309753","16360","134670","32914","95455","9576","53130","4252","141036","823799","61372","98541","31619","555045","41386","64293","28930","40787","40115","3950939","3503061","2119826","1633385","447878","825685","2654338","2028128","1893772","1605060","1273750","364046","288712","134356","106870","52594","57366","27486","626210","532632","251177","302977","93578","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"685","Tri-Freeway Business Park",2016-11-15,"Single Asset","US","Industrial","In November 2016, Greenlaw Partners sold Tri-Freeway Business Park to an unidentified buyer. The industrial complex is located in Los Angeles, CA, US.","Unidentified Buyer/s","Greenlaw Partners","North America","US","CA","Anaheim","Industrial, Flex","Tri-Freeway Business Park","Other","Fund Manager",29.45,NA,208824,NA,"2016-11","Anaheim",0,2016-11-01,0.41,"6658420","6329773","328647","4.9000000000000004",516084.817557184,"2016","273702","179084","179084","168898","10186","0","94618","179084","145643","28998","17921","55917","165208","126514","21499","6565","2693","2649","5288","29.4","168898","49240","39571","39221","14768","26098","168898","723","10670","21650","8243","20990","7519","2748","9346","19725","29470","24919","8084","4811","168898","143836","15609","9166","287","99255","4120","3067","7401","8976","14176","19532","12834","16594","6501","6054","64464","84054","86512","81699","23352","17522","12208","26062","6939","9861","2860","4919","12911","74651","67919","87825","25127","24604","48045","63886","28696","40480","37888","349332","310108","187942","143070","39224","88885","220766","170500","160740","135395","111565","26639","25345","9760","7164","3261","4053","2596","50266","41771","19904","23828","8495","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"686","Genesis",2016-11-15,"Single Asset","US","Office","In November 2016, Blackstone Group, on behalf of Blackstone Real Estate Partners VIII, acquired Genesis from Hines. The office complex is located in San Mateo, CA, US.","Blackstone Group","Hines","North America","US","CA","San Mateo","Office","Genesis","Fund Manager","Fund Manager",1162,NA,267000,NA,"2016-11","San Mateo",0,2016-11-01,0.41,"2534314","2438325","95989","3.8",1169794.96686234,"2016","85049","60231","60231","59022","1209","0","24818","60231","43250","7105","5956","12733","57746","40722","4614","6429","994","1182","3805","28.1","59022","30244","10305","10105","3651","4717","59022","309","3434","5314","1083","4563","2045","2584","5037","13128","11209","6298","2773","1245","59022","48584","5091","5296","51","38710","872","802","2496","1661","2611","4566","3958","7582","4200","9962","114444","151185","32014","155677","10571","19196","5239","31930","931","10522","1043","4128","2505","24762","130361","170165","58351","13948","80958","110161","56768","95753","74752","103594","99641","78314","32091","3953","21237","66096","56279","55294","52369","47872","5518","2925","985","812","525","338","173","9817","9151","5917","3392","666","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",0
"687","Oak Creek II Shopping Center",2016-11-14,"Single Asset","US","Retail","In November 2016, Strata Equity Group sold Oak Creek II Shopping Center to an unidentified buyer. The retail property is located in Wildomar, CA, US.","Unidentified Buyer/s","Strata Equity Group","North America","US","CA","Wildomar","Retail, Shopping Center, Neighbourhood Center","Oak Creek II Shopping Center","Other","Fund Manager",19,NA,71899,NA,"2016-11","Murrieta",4665.15180644741,2016-11-01,0.41,"1568157","1495927","72230","4.5999999999999996",382169.603829272,"2016","83832","53233","52734","48061","4673","499","30599","52734","42169","9096","6374","20124","47330","37386","4986","97","661","953","3247","37.4","48061","19817","8893","10842","4036","4473","48061","168","3391","3718","1434","6346","2703","1009","2261","4662","12612","4190","3009","2558","48061","36039","7946","4076","0","31090","983","592","1213","2957","2052","5750","6052","6389","2485","2617","81467","104656","26560","97146","8928","19682","6612","43808","1147","9338","756","6468","1570","26290","85347","110780","30728","4800","52269","56036","36424","60119","42703","111063","104686","79260","35564","6377","31310","67049","50879","46400","43415","38085","7354","2985","4479","3552","2466","1328","927","16170","14437","9863","5288","1733","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",0
"688","Louis Bank of Commerce Building",2016-11-13,"Single Asset","US","Mixed Use","In November 2016, Paragon Real Estate Investments, on behalf of its Paragon Real Estate Fund, acquired the Louis Bank of Commerce Building from an unidentified local firm. The mixed use property is located in San Diego, CA, US.","Paragon Real Estate Investments","Unidentified Seller/s","North America","US","CA","San Diego","Office, Street Retail, Retail, Creative/Loft","Louis Bank of Commerce Building","Fund Manager","Other",7.1,1,23600,NA,"2016-11","San Diego",0,2016-11-01,0.41,"1568157","1495927","72230","4.5999999999999996",614580.467803727,"2016","1158583","778284","747702","701689","46013","30582","380299","747702","574210","96171","57968","173183","715730","534196","67032","28485","22136","14799","49082","23.8","701689","324212","134177","146938","42781","53581","701689","3945","30763","62337","13958","68021","29930","17822","46821","124958","145663","82666","40510","34295","701689","553861","93626","53322","880","495726","23612","18748","39246","35283","57705","81485","61628","87149","42841","48029","71481","99064","410274","98753","111284","18450","80110","30247","25039","9021","9643","4361","29170","300444","83167","113625","36954","195282","55059","72734","35935","55696","45216","1368882","1262896","949049","437134","105986","278827","919105","711009","668123","608618","542886","84715","59505","42886","32590","17781","15644","10296","208096","182226","121409","72252","25870","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"689","6500 Wilshire Boulevard",2016-11-11,"Single Asset","US","Office","In November 2016, Morgan Stanley sold 6500 Wilshire Boulevard to Cedar Sinai Hospital. The medical office property is located in Los Angeles, CA, US.","Unidentified Buyer/s","Morgan Stanley","North America","US","CA","Los Angeles","Office, Medical Office","6500 Wilshire Boulevard","Other","Fund Manager",295,NA,456679,NA,"2016-11","Los Angeles",0,2016-11-01,0.41,"6658420","6329773","328647","4.9000000000000004",609034.683447495,"2016","3241537","2134106","2133182","1990871","142311","924","1107431","2133182","1652123","270593","167430","521375","1938625","1350593","168311","178455","67440","55236","118590","31.7","1990871","736148","423294","446949","151446","233034","1990871","7754","117012","162627","57592","207429","91293","124905","121698","283780","378816","254089","137481","46395","1990871","1576787","182737","228944","2403","1378844","106131","88950","151421","127500","166003","219357","145511","178163","79363","116445","54432","86370","1138467","87091","309753","16360","134670","32914","95455","9576","53130","4252","141036","823799","61372","98541","31619","555045","41386","64293","28930","40787","40115","3950939","3503061","2119826","1633385","447878","825685","2654338","2028128","1893772","1605060","1273750","364046","288712","134356","106870","52594","57366","27486","626210","532632","251177","302977","93578","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"690","Hillside Terrace Apartments",2016-11-10,"Single Asset","US","Residential","In November 2016, Bascom Group acquired Hillside Terrace Apartments from an unidentified seller. The residential complex is located in San Diego, CA, US.","Bascom Group","Unidentified Seller/s","North America","US","CA","San Diego","Residential, Multi-Family","Hillside Terrace Apartments","Fund Manager","Other",6.2,NA,26956,NA,"2016-11","San Diego",0,2016-11-01,0.41,"1568157","1495927","72230","4.5999999999999996",614580.467803727,"2016","1158583","778284","747702","701689","46013","30582","380299","747702","574210","96171","57968","173183","715730","534196","67032","28485","22136","14799","49082","23.8","701689","324212","134177","146938","42781","53581","701689","3945","30763","62337","13958","68021","29930","17822","46821","124958","145663","82666","40510","34295","701689","553861","93626","53322","880","495726","23612","18748","39246","35283","57705","81485","61628","87149","42841","48029","71481","99064","410274","98753","111284","18450","80110","30247","25039","9021","9643","4361","29170","300444","83167","113625","36954","195282","55059","72734","35935","55696","45216","1368882","1262896","949049","437134","105986","278827","919105","711009","668123","608618","542886","84715","59505","42886","32590","17781","15644","10296","208096","182226","121409","72252","25870","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"691","Macy's Union Square",2016-11-10,"Single Asset","US","Retail","In November 2016, Morgan Stanley acquired the men's building of Macy's Union Square from Macy's, Inc. The retail property is located in San Francisco, CA, US.

Macy's, Inc. will retain a partial stake in Macy's Union Square.","Morgan Stanley","Macy's, Inc.","North America","US","CA","San Francisco","Retail, Shopping Center","Macy's Union Square","Fund Manager","Other",250,NA,NA,NA,"2016-11","San Francisco",0,2016-11-01,0.41,"2534314","2438325","95989","3.8",1230589.19438071,"2016","763084","535903","535701","511365","24336","202","227181","535701","374178","45928","32913","67382","500469","168473","33326","171658","55443","39378","32191","33.5","511365","291681","84766","94209","16673","24036","511365","1308","16668","26140","10756","44029","19492","27987","46016","125910","92455","58286","25611","16707","511365","412114","56640","41289","1322","358703","20133","16833","23697","17637","21456","38138","33113","59111","45034","83551","103801","144957","292250","153199","84896","17084","42957","30845","26026","9100","7267","4499","16875","174077","123326","172095","61736","184626","81776","114449","56678","85684","71595","866553","837866","664577","250799","28687","117817","621935","512279","488712","473069","437267","44490","15643","23567","20908","14378","7077","2659","109656","101746","62055","45885","7910","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"692","16399 West Bernardo Drive",2016-11-09,"Single Asset","US","Office","In November 2016, Swift Real Estate Partners acquired 16399 West Bernardo Drive from Hewlett Packard Pension Fund. The office complex is located in San Diego, CA, US.","Swift Real Estate Partners","Hewlett Packard Master Trust","North America","US","CA","San Diego","Office, Office - R&D","16399 West Bernardo Drive","Fund Manager","Investor",NA,NA,782211,NA,"2016-11","San Diego",0,2016-11-01,0.41,"1568157","1495927","72230","4.5999999999999996",614580.467803727,"2016","1158583","778284","747702","701689","46013","30582","380299","747702","574210","96171","57968","173183","715730","534196","67032","28485","22136","14799","49082","23.8","701689","324212","134177","146938","42781","53581","701689","3945","30763","62337","13958","68021","29930","17822","46821","124958","145663","82666","40510","34295","701689","553861","93626","53322","880","495726","23612","18748","39246","35283","57705","81485","61628","87149","42841","48029","71481","99064","410274","98753","111284","18450","80110","30247","25039","9021","9643","4361","29170","300444","83167","113625","36954","195282","55059","72734","35935","55696","45216","1368882","1262896","949049","437134","105986","278827","919105","711009","668123","608618","542886","84715","59505","42886","32590","17781","15644","10296","208096","182226","121409","72252","25870","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"693","38454 5th Street West",2016-11-09,"Single Asset","US","Niche","In November 2016, Meridian Property Company sold 38454 5th Street West to an unidentified buyer. The medical/healthcare property is located in Palmdale, CA, US.","Unidentified Buyer/s","Meridian Property Company","North America","US","CA","Palmdale","Niche, Medical/Healthcare","38454 5th Street West","Other","Fund Manager",6.97,NA,13750,NA,"2016-11","Palmdale",0,2016-11-01,0.41,"6658420","6329773","328647","4.9000000000000004",233556.779389735,"2016","113618","66193","66009","60322","5687","184","47425","66009","59153","15695","5840","30544","59493","44666","8253","1454","379","395","4346","43.2","60322","18569","12986","11461","5582","11724","60322","238","3942","7690","1761","7255","3733","847","2683","5089","14272","5490","2503","4819","60322","42945","13757","3509","111","44225","2294","2406","5085","4254","7488","7635","5577","5717","2636","1133","52423","68707","36228","70802","11700","16632","6062","17831","3286","9737","2869","5399","6269","34840","56861","71557","20240","9385","32013","51626","32209","46188","38577","157133","144446","82490","71892","12687","49187","94048","63727","58307","51662","40433","13064","6645","5420","4355","1408","3031","1065","30321","27145","13279","15167","3176","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"694","Shops at Todos Santos",2016-11-08,"Single Asset","US","Retail","In November 2016, Long Market Property Partners and Paragon Commercial Group acquired Shops at Todos Santos from an unidentified seller. The retail property is located in Concord, CA, US.","Paragon Commercial Group, Long Market Property Partners","Unidentified Seller/s","North America","US","CA","Concord","Retail, Shopping Center","Shops at Todos Santos","Fund Manager, Fund Manager","Other",18.97,NA,40000,NA,"2016-11","Concord",0,2016-11-01,0.41,"207769","196440","11329","5.5",488271.561810666,"2016","103565","68918","68869","64899","3970","49","34647","68869","52153","10256","6179","16345","63446","44084","5494","5861","2701","2597","2709","35.7","64899","24619","15790","13894","6364","4232","64899","659","4233","2607","1622","7949","2514","1863","5181","10262","12612","7964","4905","2528","64899","49649","9250","6000","0","45848","1081","1547","2443","4008","5054","8173","6779","9111","3353","4299","76335","97008","38353","96722","11258","18460","8554","29272","3320","11749","1275","3455","3169","32120","80475","107110","35541","13728","59829","67315","39178","62369","51138","128109","119503","89836","43925","8606","27992","82656","65628","62009","56589","48954","9069","5420","3619","3294","2244","1296","325","17028","15647","10260","6679","1381","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"695","4545 Qantas Lane",2016-11-08,"Single Asset","US","Industrial","In November 2016, Westcore Properties acquired 4545 Qantas Lane from an unidentified private family. The industrial property is located in Stockton, CA, US.","Westcore Properties","Unidentified Seller/s","North America","US","CA","Stockton","Industrial, Distribution Warehouse, Manufacturing","4545 Qantas Lane","Fund Manager","Other",6,NA,172500,NA,"2016-11","Stockton",0,2016-11-01,0.41,"320644","295104","25540","8",221747.567732777,"2016","229799","138764","138725","122970","15755","39","91035","138725","118828","27178","17763","53215","118108","88614","18540","2432","1738","1445","5339","30.6","122970","30149","28431","28766","16463","19161","122970","3620","10827","10065","4415","15492","9200","2031","4741","9233","29496","10574","5917","7359","122970","93670","21931","7200","169","95851","6223","7328","11184","10260","13467","16351","10574","11958","4121","4385","49271","68600","72181","72646","28208","16219","16664","24102","12915","10080","6453","5189","21336","66281","56991","77281","22440","29570","29522","44618","30451","43322","40163","305039","286530","162052","153117","18509","86145","182211","132673","117920","107929","82120","28319","9991","14753","12465","3996","8827","2288","49538","45832","18535","30708","3706","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"696","Trio Apartments",2016-11-08,"Single Asset","US","Residential","In November 2016, Nuveen Real Estate sold Trio Apartments to an unidentified buyer. The residential complex is located in Pasadena, CA, US.","Unidentified Buyer/s","Nuveen","North America","US","CA","Pasadena","Residential, Multi-Family, Street Retail, Retail","Trio Apartments","Other","Fund Manager",154,NA,340944,NA,"2016-11","Pasadena",0,2016-11-01,0.41,"6658420","6329773","328647","4.9000000000000004",658901.118678717,"2016","119269","78519","78519","74853","3666","0","40750","78519","64004","11000","7322","12823","73450","51414","4623","5751","3308","2760","5594","26.9","74853","41281","11043","15173","4456","2900","74853","47","4479","3808","2219","7227","2459","3826","4695","13012","17821","8072","3810","3378","74853","58961","10188","5704","0","55291","5056","2153","3731","3356","4475","8251","6940","8197","6109","7023","76263","109630","44227","116705","12707","17729","6339","32762","4566","8279","1070","3366","2737","29576","93453","136787","44403","25715","61672","76213","40956","68297","53646","141044","133727","95516","50114","7317","24805","94782","73642","70125","64931","55383","10261","5194","3517","3310","1999","1380","207","21140","19829","10478","10071","1311","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",0
